dataset,seed,shots,method,acc
stanford_cars,1,1,rn50_only,46.144041419029236
stanford_cars,1,1,rn101_only,56.04844093322754
stanford_cars,1,1,vit_b32_only,53.99617552757263
stanford_cars,1,1,vit_b16_only,60.03824472427368
stanford_cars,1,1,log_avg,67.13830828666687
stanford_cars,1,1,emrc_raw_logit_route_beta1.00,66.60293340682983
stanford_cars,1,1,nlc_original_train_aligned_beta0.00,67.6099419593811
stanford_cars,1,1,nlc_emrc_train_aligned_beta0.02,67.68642663955688
stanford_cars,1,1,nlc_emrc_train_aligned_beta0.05,67.81389713287354
stanford_cars,1,1,nlc_emrc_train_aligned_beta0.10,67.95411109924316
stanford_cars,1,1,nlc_emrc_train_aligned_beta0.20,67.9796040058136
stanford_cars,1,1,nlc_emrc_train_aligned_beta0.30,67.54620671272278
