dataset,seed,shots,method,acc
caltech101,2,2,rn50_only,84.76821184158325
caltech101,2,2,rn101_only,88.2560670375824
caltech101,2,2,vit_b32_only,90.55187106132507
caltech101,2,2,vit_b16_only,93.1125819683075
caltech101,2,2,log_avg,93.37748289108276
caltech101,2,2,emrc_raw_logit_route_beta1.00,93.50993037223816
caltech101,2,2,nlc_original_train_aligned_beta0.00,93.64238381385803
caltech101,2,2,nlc_emrc_train_aligned_beta0.02,93.68653297424316
caltech101,2,2,nlc_emrc_train_aligned_beta0.05,93.81898045539856
caltech101,2,2,nlc_emrc_train_aligned_beta0.10,93.86312961578369
caltech101,2,2,nlc_emrc_train_aligned_beta0.20,94.0397322177887
caltech101,2,2,nlc_emrc_train_aligned_beta0.30,94.12803053855896
