dataset,seed,shots,method,acc
caltech101,1,1,rn50_only,84.39746499061584
caltech101,1,1,rn101_only,87.99154758453369
caltech101,1,1,vit_b32_only,90.23256301879883
caltech101,1,1,vit_b16_only,92.85412430763245
caltech101,1,1,log_avg,93.2346761226654
caltech101,1,1,emrc_raw_logit_route_beta1.00,93.44609379768372
caltech101,1,1,nlc_original_train_aligned_beta0.00,93.2346761226654
caltech101,1,1,nlc_emrc_train_aligned_beta0.02,93.61522197723389
caltech101,1,1,nlc_emrc_train_aligned_beta0.05,93.86892318725586
caltech101,1,1,nlc_emrc_train_aligned_beta0.10,93.99577379226685
caltech101,1,1,nlc_emrc_train_aligned_beta0.20,93.78435611724854
caltech101,1,1,nlc_emrc_train_aligned_beta0.30,93.91120672225952
