dataset,seed,shots,method,acc
dtd,1,1,rn50_only,29.483282566070557
dtd,1,1,rn101_only,29.60486114025116
dtd,1,1,vit_b32_only,35.1975679397583
dtd,1,1,vit_b16_only,38.29787075519562
dtd,1,1,log_avg,39.5744651556015
dtd,1,1,emrc_raw_logit_route_beta1.00,40.66869020462036
dtd,1,1,nlc_original_train_aligned_beta0.00,41.64133667945862
dtd,1,1,nlc_emrc_train_aligned_beta0.02,41.7021244764328
dtd,1,1,nlc_emrc_train_aligned_beta0.05,42.006078362464905
dtd,1,1,nlc_emrc_train_aligned_beta0.10,42.73556172847748
dtd,1,1,nlc_emrc_train_aligned_beta0.20,43.100303411483765
dtd,1,1,nlc_emrc_train_aligned_beta0.30,42.73556172847748
