dataset,seed,shots,method,acc
ucf101,2,4,rn50_only,49.659663438797
ucf101,2,4,rn101_only,56.55519366264343
ucf101,2,4,vit_b32_only,58.74519348144531
ucf101,2,4,vit_b16_only,64.27937746047974
ucf101,2,4,log_avg,64.96005058288574
ucf101,2,4,emrc_raw_logit_route_beta1.00,65.81829190254211
ucf101,2,4,nlc_original_train_aligned_beta0.00,66.14383459091187
ucf101,2,4,nlc_emrc_train_aligned_beta0.02,66.05504751205444
ucf101,2,4,nlc_emrc_train_aligned_beta0.05,66.17342829704285
ucf101,2,4,nlc_emrc_train_aligned_beta0.10,66.14383459091187
ucf101,2,4,nlc_emrc_train_aligned_beta0.20,65.93667268753052
ucf101,2,4,nlc_emrc_train_aligned_beta0.30,66.05504751205444
