dataset,seed,shots,method,acc
ucf101,1,1,rn50_only,49.29386377334595
ucf101,1,1,rn101_only,56.08364939689636
ucf101,1,1,vit_b32_only,58.392179012298584
ucf101,1,1,vit_b16_only,63.932645320892334
ucf101,1,1,log_avg,64.66594338417053
ucf101,1,1,emrc_raw_logit_route_beta1.00,65.26344418525696
ucf101,1,1,nlc_original_train_aligned_beta0.00,65.01901149749756
ucf101,1,1,nlc_emrc_train_aligned_beta0.02,65.01901149749756
ucf101,1,1,nlc_emrc_train_aligned_beta0.05,64.99185562133789
ucf101,1,1,nlc_emrc_train_aligned_beta0.10,64.63878750801086
ucf101,1,1,nlc_emrc_train_aligned_beta0.20,64.34003114700317
ucf101,1,1,nlc_emrc_train_aligned_beta0.30,64.44867253303528
