dataset,seed,shots,method,acc
caltech101,1,2,rn50_only,84.67990756034851
caltech101,1,2,rn101_only,88.47681879997253
caltech101,1,2,vit_b32_only,90.37527441978455
caltech101,1,2,vit_b16_only,92.89183020591736
caltech101,1,2,log_avg,93.33333373069763
caltech101,1,2,emrc_raw_logit_route_beta1.00,93.50993037223816
caltech101,1,2,nlc_original_train_aligned_beta0.00,93.9072847366333
caltech101,1,2,nlc_emrc_train_aligned_beta0.02,93.95143389701843
caltech101,1,2,nlc_emrc_train_aligned_beta0.05,94.08388137817383
caltech101,1,2,nlc_emrc_train_aligned_beta0.10,94.08388137817383
caltech101,1,2,nlc_emrc_train_aligned_beta0.20,93.77483129501343
caltech101,1,2,nlc_emrc_train_aligned_beta0.30,93.86312961578369
